point,route,distance,x,y
4409,sjr,88180,605854.9988,605854.9988
4410,sjr,88200,605874.7357,605874.7357
4411,sjr,88220,605894.4898,605894.4898
4412,sjr,88240,605914.2439,605914.2439
4413,sjr,88260,605934.0114,605934.0114
4414,sjr,88280,605953.7869,605953.7869
4415,sjr,88300,605973.5625,605973.5625
4416,sjr,88320,605993.338,605993.338
4417,sjr,88340,606013.1136,606013.1136
4418,sjr,88360,606032.8891,606032.8891
4419,sjr,88380,606052.6647,606052.6647
4420,sjr,88400,606072.4402,606072.4402
4421,sjr,88420,606092.2158,606092.2158
4422,sjr,88440,606111.9812,606111.9812
4423,sjr,88460,606131.7454,606131.7454
4424,sjr,88480,606151.5095,606151.5095
4425,sjr,88500,606171.2556,606171.2556
4426,sjr,88520,606190.9949,606190.9949
4427,sjr,88540,606210.7341,606210.7341
4428,sjr,88560,606230.4493,606230.4493
4429,sjr,88580,606250.1527,606250.1527
4430,sjr,88600,606269.8561,606269.8561
4431,sjr,88620,606289.5284,606289.5284
4432,sjr,88640,606309.1836,606309.1836
4433,sjr,88660,606328.8205,606328.8205
4434,sjr,88680,606348.4328,606348.4328
4435,sjr,88700,606368.0162,606368.0162
4436,sjr,88720,606387.5736,606387.5736
4437,sjr,88740,606407.1025,606407.1025
4438,sjr,88760,606426.5998,606426.5998
4439,sjr,88780,606446.0602,606446.0602
4440,sjr,88800,606465.4766,606465.4766
4441,sjr,88820,606484.8493,606484.8493
4442,sjr,88840,606504.1827,606504.1827
4443,sjr,88860,606523.4772,606523.4772
4444,sjr,88880,606542.7238,606542.7238
4445,sjr,88900,606561.9237,606561.9237
4446,sjr,88920,606581.0883,606581.0883
4447,sjr,88940,606600.2195,606600.2195
4448,sjr,88960,606619.2974,606619.2974
4449,sjr,88980,606638.3433,606638.3433
4450,sjr,89000,606657.3616,606657.3616
4451,sjr,89020,606676.3337,606676.3337
4452,sjr,89040,606695.2778,606695.2778
4453,sjr,89060,606714.1987,606714.1987
4454,sjr,89080,606733.0774,606733.0774
4455,sjr,89100,606751.9271,606751.9271
4456,sjr,89120,606770.7449,606770.7449
4457,sjr,89140,606789.5627,606789.5627
4458,sjr,89160,606808.3774,606808.3774
4459,sjr,89180,606827.132,606827.132
4460,sjr,89200,606845.8866,606845.8866
4461,sjr,89220,606864.6412,606864.6412
4462,sjr,89240,606883.3783,606883.3783
4463,sjr,89260,606902.0962,606902.0962
4464,sjr,89280,606920.8141,606920.8141
4465,sjr,89300,606939.532,606939.532
4466,sjr,89320,606958.2499,606958.2499
4467,sjr,89340,606976.9678,606976.9678
4468,sjr,89360,606995.6857,606995.6857
4469,sjr,89380,607014.4128,607014.4128
4470,sjr,89400,607033.1511,607033.1511
4471,sjr,89420,607051.8894,607051.8894
4472,sjr,89440,607070.6505,607070.6505
4473,sjr,89460,607089.4323,607089.4323
4474,sjr,89480,607108.2142,607108.2142
4475,sjr,89500,607127.0246,607127.0246
4476,sjr,89520,607145.868,607145.868
4477,sjr,89540,607164.7114,607164.7114
4478,sjr,89560,607183.5962,607183.5962
4479,sjr,89580,607202.5023,607202.5023
4480,sjr,89600,607221.4513,607221.4513
4481,sjr,89620,607240.4285,607240.4285
4482,sjr,89640,607259.4313,607259.4313
4483,sjr,89660,607278.4833,607278.4833
4484,sjr,89680,607297.5684,607297.5684
4485,sjr,89700,607316.6855,607316.6855
4486,sjr,89720,607335.8471,607335.8471
4487,sjr,89740,607355.0545,607355.0545
4488,sjr,89760,607374.2987,607374.2987
4489,sjr,89780,607393.575,607393.575
4490,sjr,89800,607412.8635,607412.8635
4491,sjr,89820,607432.152,607432.152
4492,sjr,89840,607451.4281,607451.4281
4493,sjr,89860,607470.7003,607470.7003
4494,sjr,89880,607489.9726,607489.9726
4495,sjr,89900,607509.2448,607509.2448
4496,sjr,89920,607528.5171,607528.5171
4497,sjr,89940,607547.7894,607547.7894
4498,sjr,89960,607567.0912,607567.0912
4499,sjr,89980,607586.393,607586.393
4500,sjr,90000,607605.6967,607605.6967
4501,sjr,90020,607625.0366,607625.0366
4502,sjr,90040,607644.3897,607644.3897
4503,sjr,90060,607663.7646,607663.7646
4504,sjr,90080,607683.171,607683.171
4505,sjr,90100,607702.5985,607702.5985
4506,sjr,90120,607722.0531,607722.0531
4507,sjr,90140,607741.5499,607741.5499
4508,sjr,90160,607761.0703,607761.0703
4509,sjr,90180,607780.6202,607780.6202
4510,sjr,90200,607800.2175,607800.2175
4511,sjr,90220,607819.844,607819.844
4512,sjr,90240,607839.5017,607839.5017
4513,sjr,90260,607859.202,607859.202
4514,sjr,90280,607878.9405,607878.9405
4515,sjr,90300,607898.7108,607898.7108
4516,sjr,90320,607918.5133,607918.5133
4517,sjr,90340,607938.3503,607938.3503
4518,sjr,90360,607958.2212,607958.2212
4519,sjr,90380,607978.0945,607978.0945
4520,sjr,90400,607997.9928,607997.9928
4521,sjr,90420,608017.8966,608017.8966
4522,sjr,90440,608037.8213,608037.8213
4523,sjr,90460,608057.7526,608057.7526
4524,sjr,90480,608077.7016,608077.7016
4525,sjr,90500,608097.6567,608097.6567
4526,sjr,90520,608117.6269,608117.6269
4527,sjr,90540,608137.6015,608137.6015
4528,sjr,90560,608157.5884,608157.5884
4529,sjr,90580,608177.5775,608177.5775
4530,sjr,90600,608197.5749,608197.5749
4531,sjr,90620,608217.5729,608217.5729
4532,sjr,90640,608237.5727,608237.5727
4533,sjr,90660,608257.5711,608257.5711
4534,sjr,90680,608277.56,608277.56
4535,sjr,90700,608297.5314,608297.5314
4536,sjr,90720,608317.4749,608317.4749
4537,sjr,90740,608337.3872,608337.3872
4538,sjr,90760,608357.2663,608357.2663
4539,sjr,90780,608377.1107,608377.1107
4540,sjr,90800,608396.9122,608396.9122
4541,sjr,90820,608416.6972,608416.6972
4542,sjr,90840,608436.4326,608436.4326
4543,sjr,90860,608456.1624,608456.1624
4544,sjr,90880,608475.8496,608475.8496
4545,sjr,90900,608495.5352,608495.5352
4546,sjr,90920,608515.1995,608515.1995
4547,sjr,90940,608534.8637,608534.8637
4548,sjr,90960,608554.5279,608554.5279
4549,sjr,90980,608574.1922,608574.1922
4550,sjr,91000,608593.8564,608593.8564
4551,sjr,91020,608613.5485,608613.5485
4552,sjr,91040,608633.256,608633.256
4553,sjr,91060,608652.9954,608652.9954
4554,sjr,91080,608672.7696,608672.7696
4555,sjr,91100,608692.5623,608692.5623
4556,sjr,91120,608712.4028,608712.4028
4557,sjr,91140,608732.2744,608732.2744
4558,sjr,91160,608752.174,608752.174
4559,sjr,91180,608772.1115,608772.1115
4560,sjr,91200,608792.0707,608792.0707
4561,sjr,91220,608812.0459,608812.0459
4562,sjr,91240,608832.0315,608832.0315
4563,sjr,91260,608852.0241,608852.0241
4564,sjr,91280,608872.0212,608872.0212
4565,sjr,91300,608892.0205,608892.0205
4566,sjr,91320,608912.0202,608912.0202
4567,sjr,91340,608932.0191,608932.0191
4568,sjr,91360,608952.0159,608952.0159
4569,sjr,91380,608972.0077,608972.0077
4570,sjr,91400,608991.9991,608991.9991
4571,sjr,91420,609011.9846,609011.9846
4572,sjr,91440,609031.9674,609031.9674
4573,sjr,91460,609051.9484,609051.9484
4574,sjr,91480,609071.9233,609071.9233
4575,sjr,91500,609091.8981,609091.8981
4576,sjr,91520,609111.8698,609111.8698
4577,sjr,91540,609131.8404,609131.8404
4578,sjr,91560,609151.8111,609151.8111
4579,sjr,91580,609171.7817,609171.7817
4580,sjr,91600,609191.7523,609191.7523
4581,sjr,91620,609211.723,609211.723
4582,sjr,91640,609231.6959,609231.6959
4583,sjr,91660,609251.6731,609251.6731
4584,sjr,91680,609271.653,609271.653
4585,sjr,91700,609291.6364,609291.6364
4586,sjr,91720,609311.6247,609311.6247
4587,sjr,91740,609331.6147,609331.6147
4588,sjr,91760,609351.6098,609351.6098
4589,sjr,91780,609371.6061,609371.6061
4590,sjr,91800,609391.6057,609391.6057
4591,sjr,91820,609411.6052,609411.6052
4592,sjr,91840,609431.6045,609431.6045
4593,sjr,91860,609451.6001,609451.6001
4594,sjr,91880,609471.5942,609471.5942
4595,sjr,91900,609491.5819,609491.5819
4596,sjr,91920,609511.5663,609511.5663
4597,sjr,91940,609531.5442,609531.5442
4598,sjr,91960,609551.5157,609551.5157
4599,sjr,91980,609571.4837,609571.4837
4600,sjr,92000,609591.4406,609591.4406
4601,sjr,92020,609611.3975,609611.3975
4602,sjr,92040,609631.3436,609631.3436
4603,sjr,92060,609651.287,609651.287
4604,sjr,92080,609671.2229,609671.2229
4605,sjr,92100,609691.1554,609691.1554
4606,sjr,92120,609711.0842,609711.0842
4607,sjr,92140,609731.0055,609731.0055
4608,sjr,92160,609750.9269,609750.9269
4609,sjr,92180,609770.8482,609770.8482
4610,sjr,92200,609790.7695,609790.7695
4611,sjr,92220,609810.6908,609810.6908
4612,sjr,92240,609830.6121,609830.6121
4613,sjr,92260,609850.5335,609850.5335
4614,sjr,92280,609870.4582,609870.4582
4615,sjr,92300,609890.3858,609890.3858
4616,sjr,92320,609910.3134,609910.3134
4617,sjr,92340,609930.2495,609930.2495
4618,sjr,92360,609950.1895,609950.1895
4619,sjr,92380,609970.1294,609970.1294
4620,sjr,92400,609990.0831,609990.0831
4621,sjr,92420,610010.0382,610010.0382
4622,sjr,92440,610029.9994,610029.9994
4623,sjr,92460,610049.9703,610049.9703
4624,sjr,92480,610069.9411,610069.9411
4625,sjr,92500,610089.924,610089.924
4626,sjr,92520,610109.9093,610109.9093
4627,sjr,92540,610129.898,610129.898
4628,sjr,92560,610149.8926,610149.8926
4629,sjr,92580,610169.8902,610169.8902
4630,sjr,92600,610189.8897,610189.8897
4631,sjr,92620,610209.8896,610209.8896
4632,sjr,92640,610229.8892,610229.8892
4633,sjr,92660,610249.8887,610249.8887
4634,sjr,92680,610269.8883,610269.8883
4635,sjr,92700,610289.8878,610289.8878
4636,sjr,92720,610309.8868,610309.8868
4637,sjr,92740,610329.8855,610329.8855
4638,sjr,92760,610349.8829,610349.8829
4639,sjr,92780,610369.8788,610369.8788
4640,sjr,92800,610389.8724,610389.8724
4641,sjr,92820,610409.8619,610409.8619
4642,sjr,92840,610429.846,610429.846
4643,sjr,92860,610449.8234,610449.8234
4644,sjr,92880,610469.7897,610469.7897
4645,sjr,92900,610489.7466,610489.7466
4646,sjr,92920,610509.6808,610509.6808
4647,sjr,92940,610529.6056,610529.6056
4648,sjr,92960,610549.4892,610549.4892
4649,sjr,92980,610569.3557,610569.3557
4650,sjr,93000,610589.1961,610589.1961
4651,sjr,93020,610609.0097,610609.0097
4652,sjr,93040,610628.8099,610628.8099
4653,sjr,93060,610648.5707,610648.5707
4654,sjr,93080,610668.3095,610668.3095
4655,sjr,93100,610688.0219,610688.0219
4656,sjr,93120,610707.6871,610707.6871
4657,sjr,93140,610727.3264,610727.3264
4658,sjr,93160,610746.9226,610746.9226
4659,sjr,93180,610766.4663,610766.4663
4660,sjr,93200,610785.9745,610785.9745
4661,sjr,93220,610805.425,610805.425
4662,sjr,93240,610824.8226,610824.8226
4663,sjr,93260,610844.1598,610844.1598
4664,sjr,93280,610863.4387,610863.4387
4665,sjr,93300,610882.6581,610882.6581
4666,sjr,93320,610901.8169,610901.8169
4667,sjr,93340,610920.914,610920.914
4668,sjr,93360,610939.9485,610939.9485
4669,sjr,93380,610958.9193,610958.9193
4670,sjr,93400,610977.8258,610977.8258
4671,sjr,93420,610996.6669,610996.6669
4672,sjr,93440,611015.4419,611015.4419
4673,sjr,93460,611034.15,611034.15
4674,sjr,93480,611052.7905,611052.7905
4675,sjr,93500,611071.3625,611071.3625
4676,sjr,93520,611089.8653,611089.8653
4677,sjr,93540,611108.2981,611108.2981
4678,sjr,93560,611126.6572,611126.6572
4679,sjr,93580,611144.8614,611144.8614
4680,sjr,93600,611162.877,611162.877
4681,sjr,93620,611180.7074,611180.7074
4682,sjr,93640,611198.3479,611198.3479
4683,sjr,93660,611215.8072,611215.8072
4684,sjr,93680,611233.1094,611233.1094
4685,sjr,93700,611250.2473,611250.2473
4686,sjr,93720,611267.278,611267.278
4687,sjr,93740,611284.1778,611284.1778
4688,sjr,93760,611301.0076,611301.0076
4689,sjr,93780,611317.7315,611317.7315
4690,sjr,93800,611334.4122,611334.4122
4691,sjr,93820,611351.0406,611351.0406
4692,sjr,93840,611367.6501,611367.6501
4693,sjr,93860,611384.2597,611384.2597
4694,sjr,93880,611400.8693,611400.8693
4695,sjr,93900,611417.4788,611417.4788
4696,sjr,93920,611434.1373,611434.1373
4697,sjr,93940,611450.8714,611450.8714
4698,sjr,93960,611467.7087,611467.7087
4699,sjr,93980,611484.6338,611484.6338
4700,sjr,94000,611501.6755,611501.6755
4701,sjr,94020,611518.8672,611518.8672
4702,sjr,94040,611536.1626,611536.1626
4703,sjr,94060,611553.6625,611553.6625
4704,sjr,94080,611571.3348,611571.3348
4705,sjr,94100,611589.1328,611589.1328
4706,sjr,94120,611607.0442,611607.0442
4707,sjr,94140,611625.0026,611625.0026
4708,sjr,94160,611642.9924,611642.9924
4709,sjr,94180,611661.0292,611661.0292
4710,sjr,94200,611679.1169,611679.1169
4711,sjr,94220,611697.2406,611697.2406
4712,sjr,94240,611715.408,611715.408
4713,sjr,94260,611733.6365,611733.6365
4714,sjr,94280,611751.9053,611751.9053
4715,sjr,94300,611770.2161,611770.2161
4716,sjr,94320,611788.5864,611788.5864
4717,sjr,94340,611807.0096,611807.0096
4718,sjr,94360,611825.4783,611825.4783
4719,sjr,94380,611843.9937,611843.9937
4720,sjr,94400,611862.5721,611862.5721
4721,sjr,94420,611881.2054,611881.2054
4722,sjr,94440,611899.888,611899.888
4723,sjr,94460,611918.621,611918.621
4724,sjr,94480,611937.4087,611937.4087
4725,sjr,94500,611956.2623,611956.2623
4726,sjr,94520,611975.1677,611975.1677
4727,sjr,94540,611994.1225,611994.1225
4728,sjr,94560,612013.1138,612013.1138
4729,sjr,94580,612032.1561,612032.1561
4730,sjr,94600,612051.2354,612051.2354
4731,sjr,94620,612070.3486,612070.3486
4732,sjr,94640,612089.4988,612089.4988
4733,sjr,94660,612108.6995,612108.6995
4734,sjr,94680,612127.9343,612127.9343
4735,sjr,94700,612147.2038,612147.2038
4736,sjr,94720,612166.5109,612166.5109
4737,sjr,94740,612185.8661,612185.8661
4738,sjr,94760,612205.2555,612205.2555
4739,sjr,94780,612224.6795,612224.6795
4740,sjr,94800,612244.1381,612244.1381
4741,sjr,94820,612263.6416,612263.6416
4742,sjr,94840,612283.1811,612283.1811
4743,sjr,94860,612302.7538,612302.7538
4744,sjr,94880,612322.3597,612322.3597
4745,sjr,94900,612341.9984,612341.9984
4746,sjr,94920,612361.6773,612361.6773
4747,sjr,94940,612381.388,612381.388
4748,sjr,94960,612401.1438,612401.1438
4749,sjr,94980,612420.949,612420.949
4750,sjr,95000,612440.8035,612440.8035
4751,sjr,95020,612460.7114,612460.7114
4752,sjr,95040,612480.6429,612480.6429
4753,sjr,95060,612500.5926,612500.5926
4754,sjr,95080,612520.5628,612520.5628
4755,sjr,95100,612540.5426,612540.5426
4756,sjr,95120,612560.5275,612560.5275
4757,sjr,95140,612580.52,612580.52
4758,sjr,95160,612600.5132,612600.5132
4759,sjr,95180,612620.5085,612620.5085
4760,sjr,95200,612640.5038,612640.5038
4761,sjr,95220,612660.4991,612660.4991
4762,sjr,95240,612680.4944,612680.4944
4763,sjr,95260,612700.4874,612700.4874
4764,sjr,95280,612720.477,612720.477
4765,sjr,95300,612740.4588,612740.4588
4766,sjr,95320,612760.4307,612760.4307
4767,sjr,95340,612780.395,612780.395
4768,sjr,95360,612800.3319,612800.3319
4769,sjr,95380,612820.2444,612820.2444
4770,sjr,95400,612840.1267,612840.1267
4771,sjr,95420,612859.9642,612859.9642
4772,sjr,95440,612879.7574,612879.7574
4773,sjr,95460,612899.5471,612899.5471
4774,sjr,95480,612919.3095,612919.3095
4775,sjr,95500,612939.0655,612939.0655
4776,sjr,95520,612958.7928,612958.7928
4777,sjr,95540,612978.5013,612978.5013
4778,sjr,95560,612998.1876,612998.1876
4779,sjr,95580,613017.8339,613017.8339
4780,sjr,95600,613037.4573,613037.4573
4781,sjr,95620,613057.0393,613057.0393
4782,sjr,95640,613076.573,613076.573
4783,sjr,95660,613096.0696,613096.0696
4784,sjr,95680,613115.5138,613115.5138
4785,sjr,95700,613134.8868,613134.8868
4786,sjr,95720,613154.2486,613154.2486
4787,sjr,95740,613173.5507,613173.5507
4788,sjr,95760,613192.8201,613192.8201
4789,sjr,95780,613212.0513,613212.0513
4790,sjr,95800,613231.219,613231.219
4791,sjr,95820,613250.3319,613250.3319
4792,sjr,95840,613269.386,613269.386
4793,sjr,95860,613288.377,613288.377
4794,sjr,95880,613307.3005,613307.3005
4795,sjr,95900,613326.1516,613326.1516
4796,sjr,95920,613344.9253,613344.9253
4797,sjr,95940,613363.6161,613363.6161
4798,sjr,95960,613382.2186,613382.2186
4799,sjr,95980,613400.7266,613400.7266
4800,sjr,96000,613419.134,613419.134
4801,sjr,96020,613437.4168,613437.4168
4802,sjr,96040,613455.658,613455.658
4803,sjr,96060,613473.7842,613473.7842
4804,sjr,96080,613491.8598,613491.8598
4805,sjr,96100,613509.8323,613509.8323
4806,sjr,96120,613527.6955,613527.6955
4807,sjr,96140,613545.4534,613545.4534
4808,sjr,96160,613563.0943,613563.0943
4809,sjr,96180,613580.6107,613580.6107
4810,sjr,96200,613597.9992,613597.9992
4811,sjr,96220,613615.2519,613615.2519
4812,sjr,96240,613632.3605,613632.3605
4813,sjr,96260,613649.3163,613649.3163
4814,sjr,96280,613666.11,613666.11
4815,sjr,96300,613682.7042,613682.7042
4816,sjr,96320,613699.0926,613699.0926
4817,sjr,96340,613715.2293,613715.2293
4818,sjr,96360,613731.1097,613731.1097
4819,sjr,96380,613746.7594,613746.7594
4820,sjr,96400,613762.1899,613762.1899
4821,sjr,96420,613777.4135,613777.4135
4822,sjr,96440,613792.4438,613792.4438
4823,sjr,96460,613807.2951,613807.2951
4824,sjr,96480,613821.9415,613821.9415
4825,sjr,96500,613836.42,613836.42
4826,sjr,96520,613850.7546,613850.7546
4827,sjr,96540,613864.9631,613864.9631
4828,sjr,96560,613879.0408,613879.0408
4829,sjr,96580,613892.9826,613892.9826
4830,sjr,96600,613906.8512,613906.8512
4831,sjr,96620,613920.6414,613920.6414
4832,sjr,96640,613934.3309,613934.3309
4833,sjr,96660,613947.9812,613947.9812
4834,sjr,96680,613961.5684,613961.5684
4835,sjr,96700,613975.1555,613975.1555
4836,sjr,96720,613988.7427,613988.7427
4837,sjr,96740,614002.3298,614002.3298
4838,sjr,96760,614015.9108,614015.9108
4839,sjr,96780,614029.4577,614029.4577
4840,sjr,96800,614042.9815,614042.9815
4841,sjr,96820,614056.4153,614056.4153
4842,sjr,96840,614069.8083,614069.8083
4843,sjr,96860,614083.1195,614083.1195
4844,sjr,96880,614096.3616,614096.3616
4845,sjr,96900,614109.5409,614109.5409
4846,sjr,96920,614122.6117,614122.6117
4847,sjr,96940,614135.6409,614135.6409
4848,sjr,96960,614148.5292,614148.5292
4849,sjr,96980,614161.3549,614161.3549
4850,sjr,97000,614174.0843,614174.0843
4851,sjr,97020,614186.6855,614186.6855
4852,sjr,97040,614199.2169,614199.2169
4853,sjr,97060,614211.6021,614211.6021
4854,sjr,97080,614223.875,614223.875
4855,sjr,97100,614236.0614,614236.0614
4856,sjr,97120,614248.066,614248.066
4857,sjr,97140,614259.9575,614259.9575
4858,sjr,97160,614271.7435,614271.7435
4859,sjr,97180,614283.3319,614283.3319
4860,sjr,97200,614294.7853,614294.7853
4861,sjr,97220,614306.1128,614306.1128
4862,sjr,97240,614317.249,614317.249
4863,sjr,97260,614328.2047,614328.2047
4864,sjr,97280,614339.0287,614339.0287
4865,sjr,97300,614349.6932,614349.6932
4866,sjr,97320,614360.2236,614360.2236
4867,sjr,97340,614370.5931,614370.5931
4868,sjr,97360,614380.8293,614380.8293
4869,sjr,97380,614390.9316,614390.9316
4870,sjr,97400,614400.8994,614400.8994
4871,sjr,97420,614410.732,614410.732
4872,sjr,97440,614420.4286,614420.4286
4873,sjr,97460,614429.9693,614429.9693
4874,sjr,97480,614439.36,614439.36
4875,sjr,97500,614448.6111,614448.6111
4876,sjr,97520,614457.7215,614457.7215
4877,sjr,97540,614466.6896,614466.6896
4878,sjr,97560,614475.514,614475.514
4879,sjr,97580,614484.1928,614484.1928
4880,sjr,97600,614492.697,614492.697
4881,sjr,97620,614501.0495,614501.0495
4882,sjr,97640,614509.2507,614509.2507
4883,sjr,97660,614517.2588,614517.2588
4884,sjr,97680,614524.7838,614524.7838
4885,sjr,97700,614531.8618,614531.8618
4886,sjr,97720,614538.5098,614538.5098
4887,sjr,97740,614544.7297,614544.7297
4888,sjr,97760,614550.7408,614550.7408
4889,sjr,97780,614556.3909,614556.3909
4890,sjr,97800,614561.8385,614561.8385
4891,sjr,97820,614567.1403,614567.1403
4892,sjr,97840,614572.1908,614572.1908
4893,sjr,97860,614577.2412,614577.2412
4894,sjr,97880,614582.2917,614582.2917
4895,sjr,97900,614587.3421,614587.3421
4896,sjr,97920,614592.4159,614592.4159
4897,sjr,97940,614597.614,614597.614
4898,sjr,97960,614602.9284,614602.9284
4899,sjr,97980,614608.4377,614608.4377
4900,sjr,98000,614614.2205,614614.2205
4901,sjr,98020,614620.187,614620.187
4902,sjr,98040,614626.5869,614626.5869
4903,sjr,98060,614633.3566,614633.3566
4904,sjr,98080,614640.5467,614640.5467
4905,sjr,98100,614648.2579,614648.2579
4906,sjr,98120,614656.4439,614656.4439
4907,sjr,98140,614665.2233,614665.2233
4908,sjr,98160,614674.2593,614674.2593
4909,sjr,98180,614683.4906,614683.4906
4910,sjr,98200,614692.9489,614692.9489
4911,sjr,98220,614702.6029,614702.6029
4912,sjr,98240,614712.4549,614712.4549
4913,sjr,98260,614722.5076,614722.5076
4914,sjr,98280,614732.7637,614732.7637
4915,sjr,98300,614743.2263,614743.2263
4916,sjr,98320,614753.8986,614753.8986
4917,sjr,98340,614764.7844,614764.7844
4918,sjr,98360,614775.8872,614775.8872
4919,sjr,98380,614787.2298,614787.2298
4920,sjr,98400,614798.7965,614798.7965
4921,sjr,98420,614810.5902,614810.5902
4922,sjr,98440,614822.6151,614822.6151
4923,sjr,98460,614834.8755,614834.8755
4924,sjr,98480,614847.3759,614847.3759
4925,sjr,98500,614860.1194,614860.1194
4926,sjr,98520,614873.1451,614873.1451
4927,sjr,98540,614886.4536,614886.4536
4928,sjr,98560,614900.0107,614900.0107
4929,sjr,98580,614913.7901,614913.7901
4930,sjr,98600,614927.7748,614927.7748
4931,sjr,98620,614941.9484,614941.9484
4932,sjr,98640,614956.2944,614956.2944
4933,sjr,98660,614970.7983,614970.7983
4934,sjr,98680,614985.4444,614985.4444
4935,sjr,98700,615000.2177,615000.2177
4936,sjr,98720,615015.1183,615015.1183
4937,sjr,98740,615030.1422,615030.1422
4938,sjr,98760,615045.1661,615045.1661
4939,sjr,98780,615060.3626,615060.3626
4940,sjr,98800,615075.5698,615075.5698
4941,sjr,98820,615090.834,615090.834
4942,sjr,98840,615106.368,615106.368
4943,sjr,98860,615122.1986,615122.1986
4944,sjr,98880,615138.2982,615138.2982
4945,sjr,98900,615154.6399,615154.6399
4946,sjr,98920,615171.1976,615171.1976
4947,sjr,98940,615187.946,615187.946
4948,sjr,98960,615204.8607,615204.8607
4949,sjr,98980,615221.9543,615221.9543
4950,sjr,99000,615239.0945,615239.0945
4951,sjr,99020,615256.3902,615256.3902
4952,sjr,99040,615273.7124,615273.7124
4953,sjr,99060,615291.1334,615291.1334
4954,sjr,99080,615308.5739,615308.5739
4955,sjr,99100,615326.0518,615326.0518
4956,sjr,99120,615343.5297,615343.5297
4957,sjr,99140,615361.0076,615361.0076
4958,sjr,99160,615378.4856,615378.4856
4959,sjr,99180,615395.8748,615395.8748
4960,sjr,99200,615413.2517,615413.2517
4961,sjr,99220,615430.5486,615430.5486
4962,sjr,99240,615447.7398,615447.7398
4963,sjr,99260,615464.8161,615464.8161
4964,sjr,99280,615481.7561,615481.7561
4965,sjr,99300,615498.5367,615498.5367
4966,sjr,99320,615515.1361,615515.1361
4967,sjr,99340,615531.5301,615531.5301
4968,sjr,99360,615547.689,615547.689
4969,sjr,99380,615563.5565,615563.5565
4970,sjr,99400,615579.1329,615579.1329
4971,sjr,99420,615594.3914,615594.3914
4972,sjr,99440,615609.3603,615609.3603
4973,sjr,99460,615624.2851,615624.2851
4974,sjr,99480,615639.1863,615639.1863
4975,sjr,99500,615653.9603,615653.9603
4976,sjr,99520,615668.6154,615668.6154
4977,sjr,99540,615683.1496,615683.1496
4978,sjr,99560,615697.5452,615697.5452
4979,sjr,99580,615711.7834,615711.7834
4980,sjr,99600,615725.8452,615725.8452
4981,sjr,99620,615739.7099,615739.7099
4982,sjr,99640,615753.3586,615753.3586
4983,sjr,99660,615766.7491,615766.7491
4984,sjr,99680,615779.8707,615779.8707
4985,sjr,99700,615792.704,615792.704
4986,sjr,99720,615805.2259,615805.2259
4987,sjr,99740,615817.4131,615817.4131
4988,sjr,99760,615829.1986,615829.1986
4989,sjr,99780,615840.7314,615840.7314
4990,sjr,99800,615852.017,615852.017
4991,sjr,99820,615862.961,615862.961
4992,sjr,99840,615873.6259,615873.6259
4993,sjr,99860,615884.0754,615884.0754
4994,sjr,99880,615894.2569,615894.2569
4995,sjr,99900,615904.1326,615904.1326
4996,sjr,99920,615913.8215,615913.8215
4997,sjr,99940,615923.2734,615923.2734
4998,sjr,99960,615932.4313,615932.4313
4999,sjr,99980,615941.4161,615941.4161
5000,sjr,100000,615950.1326,615950.1326
5001,sjr,100020,615958.5128,615958.5128
5002,sjr,100040,615966.6904,615966.6904
5003,sjr,100060,615974.5918,615974.5918
5004,sjr,100080,615982.1784,615982.1784
5005,sjr,100100,615989.5856,615989.5856
5006,sjr,100120,615996.7003,615996.7003
5007,sjr,100140,616003.5518,616003.5518
5008,sjr,100160,616010.2438,616010.2438
5009,sjr,100180,616016.5978,616016.5978
5010,sjr,100200,616022.7644,616022.7644
5011,sjr,100220,616028.7468,616028.7468
5012,sjr,100240,616034.3986,616034.3986
5013,sjr,100260,616039.9078,616039.9078
5014,sjr,100280,616045.1353,616045.1353
5015,sjr,100300,616050.1077,616050.1077
5016,sjr,100320,616054.9222,616054.9222
5017,sjr,100340,616059.358,616059.358
5018,sjr,100360,616063.5996,616063.5996
5019,sjr,100380,616067.6247,616067.6247
5020,sjr,100400,616071.2666,616071.2666
5021,sjr,100420,616074.713,616074.713
5022,sjr,100440,616077.8827,616077.8827
5023,sjr,100460,616080.6801,616080.6801
5024,sjr,100480,616083.2537,616083.2537
5025,sjr,100500,616085.4328,616085.4328
5026,sjr,100520,616087.2518,616087.2518
5027,sjr,100540,616088.6747,616088.6747
5028,sjr,100560,616089.8105,616089.8105
5029,sjr,100580,616090.714,616090.714
5030,sjr,100600,616091.4156,616091.4156
5031,sjr,100620,616091.8883,616091.8883
5032,sjr,100640,616092.218,616092.218
5033,sjr,100660,616092.4717,616092.4717
5034,sjr,100680,616092.5928,616092.5928
5035,sjr,100700,616092.7138,616092.7138
5036,sjr,100720,616092.6838,616092.6838
5037,sjr,100740,616092.4812,616092.4812
5038,sjr,100760,616092.0979,616092.0979
5039,sjr,100780,616091.4729,616091.4729
5040,sjr,100800,616090.653,616090.653
5041,sjr,100820,616089.6854,616089.6854
5042,sjr,100840,616088.5404,616088.5404
5043,sjr,100860,616087.1944,616087.1944
5044,sjr,100880,616085.734,616085.734
5045,sjr,100900,616084.1216,616084.1216
5046,sjr,100920,616082.344,616082.344
5047,sjr,100940,616080.4866,616080.4866
5048,sjr,100960,616078.4717,616078.4717
5049,sjr,100980,616076.3516,616076.3516
